date,company,price
2015-08-05,NIFTY BANK,17782.9
2015-08-05,ONGC,190.1
2015-08-05,TATAPOWER,73.8
2015-08-05,TATASTEEL,32.39
2015-08-05,TCS,1272.28
2015-08-05,TITAN,352.9
2015-08-05,WIPRO,97.0
2015-08-06,AXISBANK,583.6
2015-08-06,BAJFINANCE,44.5
2015-08-06,JSWSTEEL,87.1
2015-08-06,KOTAKBANK,135.2
2015-08-06,NIFTY 50,8036.95
2015-08-06,NIFTY BANK,17406.85
2015-08-06,ONGC,184.4
2015-08-06,TATAPOWER,71.65
2015-08-06,TATASTEEL,25.94
2015-08-06,TCS,1284.0
2015-08-06,TITAN,351.95
2015-08-06,WIPRO,99.85
2015-08-07,AXISBANK,581.4
2015-08-07,BAJFINANCE,52.0
2015-08-07,JSWSTEEL,84.5
2015-08-07,KOTAKBANK,141.4
2015-08-07,NIFTY 50,8354.65
2015-08-07,NIFTY BANK,18455.35
2015-08-07,ONGC,181.95
2015-08-07,TATAPOWER,72.45
2015-08-07,TATASTEEL,24.04
2015-08-07,TCS,1279.0
2015-08-07,TITAN,355.2
2015-08-07,WIPRO,99.35
2015-08-09,BAJFINANCE,50.5
2015-08-09,JSWSTEEL,94.98
2015-08-09,KOTAKBANK,124.2
2015-08-09,NIFTY 50,7701.85
2015-08-09,NIFTY BANK,16365.8
2015-08-09,ONGC,138.55
2015-08-09,TATAPOWER,58.75
2015-08-09,TATASTEEL,18.86
2015-08-09,TITAN,322.35
2015-08-09,WIPRO,101.65
2015-08-10,AXISBANK,571.0
2015-08-10,BAJFINANCE,50.0
2015-08-10,JSWSTEEL,91.05
2015-08-10,KOTAKBANK,130.0
2015-08-10,NIFTY 50,8127.7
2015-08-10,NIFTY BANK,17466.15
2015-08-10,ONGC,154.7
2015-08-10,TATAPOWER,69.95
2015-08-10,TATASTEEL,19.98
2015-08-10,TCS,1288.0
2015-08-10,TITAN,340.45
2015-08-10,WIPRO,106.0
2015-08-11,AXISBANK,572.1
2015-08-11,TCS,1300.4
2015-08-12,AXISBANK,559.15
2015-08-12,BAJFINANCE,55.0
2015-08-12,JSWSTEEL,96.05
2015-08-12,KOTAKBANK,134.6
2015-08-12,NIFTY 50,7690.3
2015-08-12,NIFTY BANK,16795.95
2015-08-12,ONGC,129.35
2015-08-12,TATAPOWER,63.25
2015-08-12,TATASTEEL,19.35
2015-08-12,TCS,1333.65
2015-08-12,TITAN,365.3
2015-08-12,WIPRO,101.55
2015-08-13,AXISBANK,570.7
2015-08-13,TCS,1319.18
2015-08-14,AXISBANK,571.75
2015-08-14,TCS,1345.6
2015-08-17,AXISBANK,561.0
2015-08-17,TCS,1342.95
2015-08-18,AXISBANK,562.35
2015-08-18,TCS,1372.2
2015-08-19,AXISBANK,555.3
2015-08-19,TCS,1363.5
2015-08-20,AXISBANK,535.35
2015-08-20,TCS,1343.93
2015-08-21,AXISBANK,524.95
2015-08-21,TCS,1333.53
2015-08-24,AXISBANK,479.0
2015-08-24,TCS,1293.0
2015-08-25,AXISBANK,505.8
2015-08-25,TCS,1282.4
2015-08-26,AXISBANK,496.0
2015-08-26,TCS,1289.9
2015-08-27,AXISBANK,510.9
2015-08-27,TCS,1283.5
2015-08-28,AXISBANK,509.5
2015-08-28,TCS,1282.4
2015-08-31,AXISBANK,507.5
2015-08-31,TCS,1287.6
2015-09-01,AXISBANK,481.0
2015-09-01,NIFTY 50,8280.25
2015-09-01,NIFTY BANK,18598.05
2015-09-01,TCS,1266.6
2015-09-02,AXISBANK,468.8
2015-09-02,BAJFINANCE,40.0
2015-09-02,JSWSTEEL,93.6
2015-09-02,KOTAKBANK,126.1
2015-09-02,NIFTY 50,8518.3
2015-09-02,NIFTY BANK,18409.9
2015-09-02,ONGC,214.5
2015-09-02,TATAPOWER,80.2
2015-09-02,TATASTEEL,30.34
2015-09-02,TCS,1300.0
2015-09-02,TITAN,412.05
2015-09-02,WIPRO,116.45
2015-09-03,AXISBANK,486.0
2015-09-03,BAJFINANCE,42.0
2015-09-03,JSWSTEEL,95.84
2015-09-03,KOTAKBANK,136.8
2015-09-03,NIFTY 50,8743.25
2015-09-03,NIFTY BANK,19114.9
2015-09-03,ONGC,190.65
2015-09-03,TATAPOWER,82.3
2015-09-03,TATASTEEL,29.27
2015-09-03,TCS,1303.0
2015-09-03,TITAN,399.55
2015-09-03,WIPRO,118.6
2015-09-04,AXISBANK,468.5
2015-09-04,BAJFINANCE,45.0
2015-09-04,JSWSTEEL,95.88
2015-09-04,KOTAKBANK,142.9
2015-09-04,NIFTY 50,8774.25
2015-09-04,NIFTY BANK,18870.45
2015-09-04,ONGC,186.5
2015-09-04,TATAPOWER,78.15
2015-09-04,TATASTEEL,30.24
2015-09-04,TCS,1271.6
2015-09-04,TITAN,399.2
2015-09-04,WIPRO,110.8
2015-09-06,BAJFINANCE,45.5
2015-09-06,JSWSTEEL,87.36
2015-09-06,KOTAKBANK,133.0
2015-09-06,NIFTY 50,8015.45
2015-09-06,NIFTY BANK,17472.7
2015-09-06,ONGC,181.2
2015-09-06,TATAPOWER,72.15
2015-09-06,TATASTEEL,26.24
2015-09-06,TITAN,360.05
2015-09-06,WIPRO,97.1
2015-09-07,AXISBANK,452.4
2015-09-07,BAJFINANCE,50.0
2015-09-07,JSWSTEEL,84.21
2015-09-07,KOTAKBANK,141.4
2015-09-07,NIFTY 50,8335.15
2015-09-07,NIFTY BANK,18529.3
2015-09-07,ONGC,180.4
2015-09-07,TATAPOWER,72.55
2015-09-07,TATASTEEL,23.94
2015-09-07,TCS,1269.8
2015-09-07,TITAN,360.4
2015-09-07,WIPRO,97.95
2015-09-08,AXISBANK,474.45
2015-09-08,TCS,1270.15
2015-09-09,AXISBANK,485.1
2015-09-09,BAJFINANCE,50.0
2015-09-09,JSWSTEEL,98.0
2015-09-09,KOTAKBANK,126.2
2015-09-09,NIFTY 50,7804.85
2015-09-09,NIFTY BANK,16579.4
2015-09-09,ONGC,138.9
2015-09-09,TATAPOWER,58.9
2015-09-09,TATASTEEL,19.84
2015-09-09,TCS,1275.5
2015-09-09,TITAN,329.0
2015-09-09,WIPRO,100.95
2015-09-10,AXISBANK,486.1
2015-09-10,BAJFINANCE,50.0
2015-09-10,JSWSTEEL,90.59
2015-09-10,KOTAKBANK,132.0
2015-09-10,NIFTY 50,8178.0
2015-09-10,NIFTY BANK,17569.9
2015-09-10,ONGC,158.3
2015-09-10,TATAPOWER,69.8
2015-09-10,TATASTEEL,21.06
2015-09-10,TCS,1275.5
2015-09-10,TITAN,343.9
2015-09-10,WIPRO,106.35
2015-09-11,AXISBANK,480.8
2015-09-11,BAJFINANCE,54.0
2015-09-11,JSWSTEEL,88.11
2015-09-11,KOTAKBANK,131.8
2015-09-11,NIFTY 50,7911.35
2015-09-11,NIFTY BANK,16978.0
2015-09-11,ONGC,149.95
2015-09-11,TATAPOWER,68.1
2015-09-11,TATASTEEL,18.13
2015-09-11,TCS,1274.9
2015-09-11,TITAN,354.2
2015-09-11,WIPRO,100.8
2015-09-12,BAJFINANCE,55.0
2015-09-12,JSWSTEEL,94.43
2015-09-12,KOTAKBANK,133.8
2015-09-12,NIFTY 50,7618.25
2015-09-12,NIFTY BANK,16689.15
2015-09-12,ONGC,131.0
2015-09-12,TATAPOWER,62.15
2015-09-12,TATASTEEL,18.71
2015-09-12,TITAN,360.0
2015-09-12,WIPRO,101.55
2015-09-14,AXISBANK,495.9
2015-09-14,TCS,1274.5
2015-09-15,AXISBANK,481.8
2015-09-15,TCS,1268.63
2015-09-16,AXISBANK,494.65
2015-09-16,TCS,1274.0
2015-09-18,AXISBANK,519.9
2015-09-18,TCS,1272.5
2015-09-21,AXISBANK,529.95
2015-09-21,TCS,1277.83
2015-09-22,AXISBANK,506.35
2015-09-22,TCS,1261.28
2015-09-23,AXISBANK,513.5
2015-09-23,TCS,1267.33
2015-09-24,AXISBANK,513.5
2015-09-24,TCS,1289.5
2015-09-28,AXISBANK,507.6
2015-09-28,TCS,1300.0
2015-09-29,AXISBANK,504.0
2015-09-29,TCS,1295.25
2015-09-30,AXISBANK,497.0
2015-09-30,TCS,1292.5
2015-10-01,AXISBANK,495.5
2015-10-01,TCS,1320.33
2015-10-02,BAJFINANCE,40.0
2015-10-02,JSWSTEEL,93.71
2015-10-02,KOTAKBANK,128.6
2015-10-02,NIFTY 50,8578.85
2015-10-02,NIFTY BANK,18803.7
2015-10-02,ONGC,214.0
2015-10-02,TATAPOWER,81.4
2015-10-02,TATASTEEL,31.52
2015-10-02,TITAN,425.5
2015-10-02,WIPRO,115.65
2015-10-03,BAJFINANCE,42.0
2015-10-03,JSWSTEEL,94.6
2015-10-03,KOTAKBANK,135.2
2015-10-03,NIFTY 50,8725.6
2015-10-03,NIFTY BANK,19096.5
2015-10-03,ONGC,190.1
2015-10-03,TATAPOWER,81.2
2015-10-03,TATASTEEL,28.93
2015-10-03,TITAN,404.05
2015-10-03,WIPRO,118.7
2015-10-04,BAJFINANCE,45.0
2015-10-04,JSWSTEEL,94.85
2015-10-04,KOTAKBANK,141.8
2015-10-04,NIFTY 50,8767.55
2015-10-04,NIFTY BANK,18773.45
2015-10-04,ONGC,186.75
2015-10-04,TATAPOWER,78.75
2015-10-04,TATASTEEL,29.95
2015-10-04,TITAN,401.5
2015-10-04,WIPRO,111.1
2015-10-05,AXISBANK,513.3
2015-10-05,TCS,1360.0
2015-10-06,AXISBANK,506.65
2015-10-06,BAJFINANCE,46.0
2015-10-06,JSWSTEEL,88.85
2015-10-06,KOTAKBANK,133.4
2015-10-06,NIFTY 50,8125.5
2015-10-06,NIFTY BANK,17699.65
2015-10-06,ONGC,183.75
2015-10-06,TATAPOWER,73.85
2015-10-06,TATASTEEL,26.34
2015-10-06,TCS,1343.1
2015-10-06,TITAN,363.25
2015-10-06,WIPRO,101.2
2015-10-07,AXISBANK,498.0
2015-10-07,BAJFINANCE,50.5
2015-10-07,JSWSTEEL,82.8
2015-10-07,KOTAKBANK,142.2
2015-10-07,NIFTY 50,8357.05
2015-10-07,NIFTY BANK,18691.85
2015-10-07,ONGC,177.35
2015-10-07,TATAPOWER,71.3
2015-10-07,TATASTEEL,23.99
2015-10-07,TCS,1327.5
2015-10-07,TITAN,356.0
2015-10-07,WIPRO,98.65
2015-10-08,AXISBANK,492.15
2015-10-08,BAJFINANCE,54.5
2015-10-08,JSWSTEEL,91.07
2015-10-08,KOTAKBANK,140.4
2015-10-08,NIFTY 50,8502.9
2015-10-08,NIFTY BANK,18790.4
2015-10-08,ONGC,165.05
2015-10-08,TATAPOWER,68.75
2015-10-08,TATASTEEL,21.89
2015-10-08,TCS,1315.95
2015-10-08,TITAN,328.05
2015-10-08,WIPRO,101.35
2015-10-09,AXISBANK,489.0
2015-10-09,BAJFINANCE,50.5
2015-10-09,JSWSTEEL,98.22
2015-10-09,KOTAKBANK,127.7
2015-10-09,NIFTY 50,7819.3
2015-10-09,NIFTY BANK,16679.15
2015-10-09,ONGC,138.0
2015-10-09,TATAPOWER,60.8
2015-10-09,TATASTEEL,20.18
2015-10-09,TCS,1315.0
2015-10-09,TITAN,326.25
2015-10-09,WIPRO,99.75
2015-10-11,BAJFINANCE,54.0
2015-10-11,JSWSTEEL,87.23
2015-10-11,KOTAKBANK,129.6
2015-10-11,NIFTY 50,7783.45
2015-10-11,NIFTY BANK,16833.75
2015-10-11,ONGC,142.9
2015-10-11,TATAPOWER,68.0
2015-10-11,TATASTEEL,17.74
2015-10-11,TITAN,353.4
2015-10-11,WIPRO,100.0
2015-10-12,AXISBANK,487.2
2015-10-12,BAJFINANCE,55.0
2015-10-12,JSWSTEEL,96.41
2015-10-12,KOTAKBANK,135.3
2015-10-12,NIFTY 50,7682.55
2015-10-12,NIFTY BANK,16701.95
2015-10-12,ONGC,132.6
2015-10-12,TATAPOWER,62.55
2015-10-12,TATASTEEL,19.35
2015-10-12,TCS,1299.03
2015-10-12,TITAN,361.0
2015-10-12,WIPRO,101.35
2015-10-13,AXISBANK,490.5
2015-10-13,TCS,1293.25
2015-10-14,AXISBANK,495.75
2015-10-14,TCS,1240.45
2015-10-15,AXISBANK,499.7
2015-10-15,TCS,1234.75
2015-10-16,AXISBANK,504.5
2015-10-16,TCS,1236.0
2015-10-19,AXISBANK,507.0
2015-10-19,TCS,1246.98
2015-10-20,AXISBANK,509.5
2015-10-20,TCS,1261.6
2015-10-21,AXISBANK,511.5
2015-10-21,TCS,1263.0
2015-10-23,AXISBANK,527.0
2015-10-23,TCS,1268.0
2015-10-26,AXISBANK,521.25
2015-10-26,TCS,1270.0
2015-10-27,AXISBANK,517.6
2015-10-27,TCS,1264.45
2015-10-28,AXISBANK,484.4
2015-10-28,TCS,1264.0
2015-10-29,AXISBANK,467.9
2015-10-29,TCS,1249.5
2015-10-30,AXISBANK,475.5
2015-10-30,TCS,1250.0
2015-11-02,AXISBANK,476.8
2015-11-02,BAJFINANCE,41.0
2015-11-02,JSWSTEEL,98.08
2015-11-02,KOTAKBANK,129.8
2015-11-02,NIFTY 50,8635.5
2015-11-02,NIFTY BANK,18929.05
2015-11-02,ONGC,207.85
2015-11-02,TATAPOWER,81.95
2015-11-02,TATASTEEL,32.1
2015-11-02,TCS,1259.0
2015-11-02,TITAN,425.7
2015-11-02,WIPRO,115.3
2015-11-03,AXISBANK,473.95
2015-11-03,BAJFINANCE,42.0
2015-11-03,JSWSTEEL,92.93
2015-11-03,KOTAKBANK,137.6
2015-11-03,NIFTY 50,8701.8
2015-11-03,NIFTY BANK,19074.8
2015-11-03,ONGC,186.5
2015-11-03,TATAPOWER,80.9
2015-11-03,TATASTEEL,28.24
2015-11-03,TCS,1270.98
2015-11-03,TITAN,401.5
2015-11-03,WIPRO,117.15
2015-11-04,AXISBANK,471.7
2015-11-04,TCS,1265.45
2015-11-05,AXISBANK,463.5
2015-11-05,BAJFINANCE,43.0
2015-11-05,JSWSTEEL,90.2
2015-11-05,KOTAKBANK,133.5
2015-11-05,NIFTY 50,8320.05
2015-11-05,NIFTY BANK,18193.35
2015-11-05,ONGC,192.05
2015-11-05,TATAPOWER,74.15
2015-11-05,TATASTEEL,33.32
2015-11-05,TCS,1242.5
2015-11-05,TITAN,369.0
2015-11-05,WIPRO,97.4
2015-11-06,AXISBANK,464.15
2015-11-06,BAJFINANCE,46.5
2015-11-06,JSWSTEEL,87.1
2015-11-06,KOTAKBANK,127.3
2015-11-06,NIFTY 50,7964.85
2015-11-06,NIFTY BANK,17275.9
2015-11-06,ONGC,181.65
2015-11-06,TATAPOWER,70.1
2015-11-06,TATASTEEL,25.7
2015-11-06,TCS,1252.6
2015-11-06,TITAN,352.8
2015-11-06,WIPRO,98.35
2015-11-08,BAJFINANCE,54.0
2015-11-08,JSWSTEEL,89.8
2015-11-08,KOTAKBANK,140.7
2015-11-08,NIFTY 50,8467.4
2015-11-08,NIFTY BANK,18638.9
2015-11-08,ONGC,162.5
2015-11-08,TATAPOWER,68.25
2015-11-08,TATASTEEL,20.67
2015-11-08,TITAN,329.05
2015-11-08,WIPRO,101.8
2015-11-09,AXISBANK,465.25
2015-11-09,BAJFINANCE,50.0
2015-11-09,JSWSTEEL,96.53
2015-11-09,KOTAKBANK,126.0
2015-11-09,NIFTY 50,7783.65
2015-11-09,NIFTY BANK,16596.7
2015-11-09,ONGC,138.05
2015-11-09,TATAPOWER,59.8
2015-11-09,TATASTEEL,19.25
2015-11-09,TCS,1237.5
2015-11-09,TITAN,326.45
2015-11-09,WIPRO,100.5
2015-11-10,AXISBANK,468.25
2015-11-10,TCS,1227.5
2015-11-11,AXISBANK,481.7
2015-11-11,BAJFINANCE,54.0
2015-11-11,JSWSTEEL,87.9
2015-11-11,KOTAKBANK,131.1
2015-11-11,NIFTY 50,7828.7
2015-11-11,NIFTY BANK,16981.2
2015-11-11,ONGC,142.65
2015-11-11,TATAPOWER,69.0
2015-11-11,TATASTEEL,18.03
2015-11-11,TCS,1236.0
2015-11-11,TITAN,354.0
2015-11-11,WIPRO,99.95
2015-11-12,BAJFINANCE,55.0
2015-11-12,JSWSTEEL,96.7
2015-11-12,KOTAKBANK,133.0
2015-11-12,NIFTY 50,7610.1
2015-11-12,NIFTY BANK,16346.35
2015-11-12,ONGC,129.7
2015-11-12,TATAPOWER,61.8
2015-11-12,TATASTEEL,20.08
2015-11-12,TITAN,350.8
2015-11-12,WIPRO,101.7
2015-11-13,AXISBANK,484.5
2015-11-13,TCS,1198.0
2015-11-16,AXISBANK,480.7
2015-11-16,TCS,1187.28
2015-11-17,AXISBANK,475.2
2015-11-17,TCS,1195.0
2015-11-18,AXISBANK,463.0
2015-11-18,TCS,1174.83
2015-11-19,AXISBANK,463.25
2015-11-19,TCS,1183.5
2015-11-20,AXISBANK,460.2
2015-11-20,TCS,1198.5
2015-11-23,AXISBANK,462.35
2015-11-23,TCS,1194.65
2015-11-24,AXISBANK,463.55
2015-11-24,TCS,1183.5
2015-11-26,AXISBANK,466.5
2015-11-26,TCS,1173.0
2015-11-27,AXISBANK,471.1
2015-11-27,TCS,1177.5
2015-11-30,AXISBANK,468.65
2015-11-30,TCS,1185.0
2015-12-01,AXISBANK,461.9
2015-12-01,NIFTY 50,8326.55
2015-12-01,NIFTY BANK,18808.75
2015-12-01,TCS,1179.88
2015-12-02,AXISBANK,458.8
2015-12-02,BAJFINANCE,41.5
2015-12-02,JSWSTEEL,97.8
2015-12-02,KOTAKBANK,129.6
2015-12-02,NIFTY 50,8728.4
2015-12-02,NIFTY BANK,19164.55
2015-12-02,ONGC,210.3
2015-12-02,TATAPOWER,83.9
2015-12-02,TATASTEEL,32.25
2015-12-02,TCS,1183.5
2015-12-02,TITAN,425.5
2015-12-02,WIPRO,116.2
2015-12-03,AXISBANK,462.9
2015-12-03,BAJFINANCE,41.0
2015-12-03,JSWSTEEL,95.27
2015-12-03,KOTAKBANK,136.5
2015-12-03,NIFTY 50,8771.4
2015-12-03,NIFTY BANK,19140.6
2015-12-03,ONGC,188.4
2015-12-03,TATAPOWER,81.6
2015-12-03,TATASTEEL,29.07
2015-12-03,TCS,1175.0
2015-12-03,TITAN,404.55
2015-12-03,WIPRO,117.7
2015-12-04,AXISBANK,462.05
2015-12-04,TCS,1165.0
2015-12-05,BAJFINANCE,43.5
2015-12-05,JSWSTEEL,87.97
2015-12-05,KOTAKBANK,132.0
2015-12-05,NIFTY 50,8125.0
2015-12-05,NIFTY BANK,17618.95
2015-12-05,ONGC,186.25
2015-12-05,TATAPOWER,71.65
2015-12-05,TATASTEEL,30.98
2015-12-05,TITAN,360.5
2015-12-05,WIPRO,95.95
2015-12-06,BAJFINANCE,46.5
2015-12-06,JSWSTEEL,84.3
2015-12-06,KOTAKBANK,131.3
2015-12-06,NIFTY 50,7991.45
2015-12-06,NIFTY BANK,17520.4
2015-12-06,ONGC,181.55
2015-12-06,TATAPOWER,72.95
2015-12-06,TATASTEEL,25.6
2015-12-06,TITAN,347.0
2015-12-06,WIPRO,96.85
2015-12-07,AXISBANK,461.0
2015-12-07,TCS,1160.3
2015-12-08,AXISBANK,459.6
2015-12-08,BAJFINANCE,53.0
2015-12-08,JSWSTEEL,88.05
2015-12-08,KOTAKBANK,138.0
2015-12-08,NIFTY 50,8353.95
2015-12-08,NIFTY BANK,18078.0
2015-12-08,ONGC,162.75
2015-12-08,TATAPOWER,67.3
2015-12-08,TATASTEEL,20.86
2015-12-08,TCS,1163.13
2015-12-08,TITAN,330.0
2015-12-08,WIPRO,103.35
2015-12-09,AXISBANK,451.85
2015-12-09,TCS,1185.0
2015-12-10,AXISBANK,450.65
2015-12-10,BAJFINANCE,49.5
2015-12-10,JSWSTEEL,90.45
2015-12-10,KOTAKBANK,132.2
2015-12-10,NIFTY 50,8144.25
2015-12-10,NIFTY BANK,17560.35
2015-12-10,ONGC,158.95
2015-12-10,TATAPOWER,69.9
2015-12-10,TATASTEEL,20.91
2015-12-10,TCS,1189.75
2015-12-10,TITAN,341.35
2015-12-10,WIPRO,105.1
2015-12-11,AXISBANK,439.0
2015-12-11,TCS,1191.5
2015-12-14,AXISBANK,431.1
2015-12-14,TCS,1185.65
2015-12-15,AXISBANK,434.0
2015-12-15,TCS,1189.75
2015-12-16,AXISBANK,438.15
2015-12-16,TCS,1203.75
2015-12-17,AXISBANK,435.5
2015-12-17,TCS,1217.05
2015-12-18,AXISBANK,432.0
2015-12-18,TCS,1204.9
2015-12-21,AXISBANK,442.25
2015-12-21,TCS,1220.83
2015-12-22,AXISBANK,446.15
2015-12-22,TCS,1203.5
2015-12-23,AXISBANK,452.4
2015-12-23,TCS,1209.4
2015-12-24,AXISBANK,450.7
2015-12-24,TCS,1216.03
2015-12-28,AXISBANK,456.0
2015-12-28,TCS,1227.5
2015-12-29,AXISBANK,459.0
2015-12-29,TCS,1224.68
2015-12-30,AXISBANK,455.7
2015-12-30,TCS,1210.85
2015-12-31,AXISBANK,449.75
2015-12-31,TCS,1215.0
2016-01-01,NIFTY 50,7957.45
2016-01-01,NIFTY BANK,17034.65
2016-01-02,BAJFINANCE,60.0
2016-01-02,JSWSTEEL,105.23
2016-01-02,KOTAKBANK,137.6
2016-01-02,NIFTY 50,7549.45
2016-01-02,NIFTY BANK,15330.5
2016-01-02,ONGC,135.4
2016-01-02,TATAPOWER,60.45
2016-01-02,TATASTEEL,20.81
2016-01-02,TITAN,359.45
2016-01-02,WIPRO,101.6
2016-01-03,BAJFINANCE,62.0
2016-01-03,JSWSTEEL,114.16
2016-01-03,KOTAKBANK,128.1
2016-01-03,NIFTY 50,7228.55
2016-01-03,NIFTY BANK,14426.85
2016-01-03,ONGC,115.7
2016-01-03,TATAPOWER,58.75
2016-01-03,TATASTEEL,21.65
2016-01-03,TITAN,336.65
2016-01-03,WIPRO,96.6
2016-01-04,AXISBANK,437.55
2016-01-04,BAJFINANCE,69.0
2016-01-04,JSWSTEEL,126.03
2016-01-04,KOTAKBANK,135.6
2016-01-04,NIFTY 50,7712.75
2016-01-04,NIFTY BANK,16167.0
2016-01-04,ONGC,126.15
2016-01-04,TATAPOWER,65.3
2016-01-04,TATASTEEL,27.41
2016-01-04,TCS,1186.5
2016-01-04,TITAN,339.0
2016-01-04,WIPRO,100.9
2016-01-05,AXISBANK,435.6
2016-01-05,TCS,1174.93
2016-01-06,AXISBANK,430.55
2016-01-06,BAJFINANCE,76.5
2016-01-06,JSWSTEEL,137.04
2016-01-06,KOTAKBANK,149.8
2016-01-06,NIFTY 50,8180.2
2016-01-06,NIFTY BANK,17453.7
2016-01-06,ONGC,126.85
2016-01-06,TATAPOWER,72.85
2016-01-06,TATASTEEL,28.97
2016-01-06,TCS,1191.0
2016-01-06,TITAN,358.3
2016-01-06,WIPRO,99.45
2016-01-07,AXISBANK,409.0
2016-01-07,BAJFINANCE,81.5
2016-01-07,JSWSTEEL,146.4
2016-01-07,KOTAKBANK,150.5
2016-01-07,NIFTY 50,8327.6
2016-01-07,NIFTY BANK,17955.8
2016-01-07,ONGC,138.0
2016-01-07,TATAPOWER,74.45
2016-01-07,TATASTEEL,28.49
2016-01-07,TCS,1189.5
2016-01-07,TITAN,404.35
2016-01-07,WIPRO,100.25
2016-01-08,AXISBANK,416.1
2016-01-08,BAJFINANCE,112.0
2016-01-08,JSWSTEEL,168.84
2016-01-08,KOTAKBANK,151.3
2016-01-08,NIFTY 50,8647.15
2016-01-08,NIFTY BANK,18771.8
2016-01-08,ONGC,132.1
2016-01-08,TATAPOWER,71.9
2016-01-08,TATASTEEL,32.15
2016-01-08,TCS,1200.4
2016-01-08,TITAN,423.4
2016-01-08,WIPRO,100.25
2016-01-09,BAJFINANCE,112.0
2016-01-09,JSWSTEEL,177.8
2016-01-09,KOTAKBANK,162.5
2016-01-09,NIFTY 50,8779.2
2016-01-09,NIFTY BANK,19818.0
2016-01-09,ONGC,142.8
2016-01-09,TATAPOWER,78.4
2016-01-09,TATASTEEL,33.08
2016-01-09,TITAN,415.0
2016-01-09,WIPRO,87.0
2016-01-11,AXISBANK,418.4
2016-01-11,BAJFINANCE,106.0
2016-01-11,JSWSTEEL,166.07
2016-01-11,KOTAKBANK,160.9
2016-01-11,NIFTY 50,8624.5
2016-01-11,NIFTY BANK,19452.0
2016-01-11,ONGC,174.6
2016-01-11,TATAPOWER,78.45
2016-01-11,TATASTEEL,37.33
2016-01-11,TCS,1181.4
2016-01-11,TITAN,375.0
2016-01-11,WIPRO,82.8
2016-01-12,AXISBANK,407.0
2016-01-12,BAJFINANCE,91.0
2016-01-12,JSWSTEEL,167.52
2016-01-12,KOTAKBANK,148.6
2016-01-12,NIFTY 50,8194.1
2016-01-12,NIFTY BANK,18421.45
2016-01-12,ONGC,176.35
2016-01-12,TATAPOWER,72.75
2016-01-12,TATASTEEL,36.5
2016-01-12,TCS,1158.5
2016-01-12,TITAN,324.0
2016-01-12,WIPRO,84.2
2016-01-13,AXISBANK,405.2
2016-01-13,TCS,1140.0
2016-01-14,AXISBANK,389.8
2016-01-14,TCS,1140.03
2016-01-15,AXISBANK,373.2
2016-01-15,TCS,1132.63
2016-01-18,AXISBANK,374.1
2016-01-18,TCS,1140.0
2016-01-19,AXISBANK,396.0
2016-01-19,TCS,1144.0
2016-01-20,AXISBANK,391.0
2016-01-20,TCS,1140.0
2016-01-21,AXISBANK,409.0
2016-01-21,TCS,1129.0
2016-01-22,AXISBANK,424.55
2016-01-22,TCS,1145.0
2016-01-25,AXISBANK,419.15
2016-01-25,TCS,1150.85
2016-01-27,AXISBANK,415.0
2016-01-27,TCS,1160.48
2016-01-28,AXISBANK,408.05
2016-01-28,TCS,1172.5
2016-01-29,AXISBANK,409.6
2016-01-29,TCS,1193.05
2016-02-01,AXISBANK,399.2
2016-02-01,TCS,1197.68
2016-02-02,AXISBANK,391.6
2016-02-02,BAJFINANCE,58.0
2016-02-02,JSWSTEEL,100.2
2016-02-02,KOTAKBANK,134.9
2016-02-02,NIFTY 50,7440.7
2016-02-02,NIFTY BANK,15046.75
2016-02-02,ONGC,130.85
2016-02-02,TATAPOWER,58.7
2016-02-02,TATASTEEL,18.96
2016-02-02,TCS,1191.0
2016-02-02,TITAN,351.15
2016-02-02,WIPRO,102.05
2016-02-03,AXISBANK,380.0
2016-02-03,BAJFINANCE,64.0
2016-02-03,JSWSTEEL,113.2
2016-02-03,KOTAKBANK,131.4
2016-02-03,NIFTY 50,7376.25
2016-02-03,NIFTY BANK,15129.3
2016-02-03,ONGC,117.55
2016-02-03,TATAPOWER,59.0
2016-02-03,TATASTEEL,22.77
2016-02-03,TCS,1212.4
2016-02-03,TITAN,334.3
2016-02-03,WIPRO,97.2
2016-02-04,AXISBANK,384.6
2016-02-04,TCS,1211.5
2016-02-05,AXISBANK,402.85
2016-02-05,BAJFINANCE,71.0
2016-02-05,JSWSTEEL,136.4
2016-02-05,KOTAKBANK,143.4
2016-02-05,NIFTY 50,7807.15
2016-02-05,NIFTY BANK,16543.35
2016-02-05,ONGC,131.25
2016-02-05,TATAPOWER,70.4
2016-02-05,TATASTEEL,30.39
2016-02-05,TCS,1212.0
2016-02-05,TITAN,367.1
2016-02-05,WIPRO,98.45
2016-02-06,BAJFINANCE,80.0
2016-02-06,JSWSTEEL,137.83
2016-02-06,KOTAKBANK,149.2
2016-02-06,NIFTY 50,8216.95
2016-02-06,NIFTY BANK,17564.95
2016-02-06,ONGC,128.2
2016-02-06,TATAPOWER,72.2
2016-02-06,TATASTEEL,29.9
2016-02-06,TITAN,358.15
2016-02-06,WIPRO,97.1
2016-02-08,AXISBANK,406.4
2016-02-08,BAJFINANCE,109.5
2016-02-08,JSWSTEEL,168.9
2016-02-08,KOTAKBANK,152.2
2016-02-08,NIFTY 50,8627.65
2016-02-08,NIFTY BANK,18726.2
2016-02-08,ONGC,133.15
2016-02-08,TATAPOWER,71.75
