date,company,price
2020-10-01,TATAPOWER,58.95
2020-10-01,TATASTEEL,44.12
2020-10-01,TCS,2538.7
2020-10-01,TITAN,1153.9
2020-10-01,WIPRO,120.35
2020-10-02,BAJFINANCE,473.0
2020-10-02,JSWSTEEL,277.95
2020-10-02,KOTAKBANK,334.6
2020-10-02,NIFTY 50,12035.3
2020-10-02,NIFTY BANK,31066.3
2020-10-02,ONGC,96.3
2020-10-02,TATAPOWER,57.0
2020-10-02,TATASTEEL,39.77
2020-10-02,TITAN,1257.2
2020-10-02,WIPRO,115.25
2020-10-05,ADANIGREEN,748.0
2020-10-05,AXISBANK,444.0
2020-10-05,TCS,2713.95
2020-10-06,ADANIGREEN,732.9
2020-10-06,AXISBANK,449.65
2020-10-06,BAJFINANCE,246.0
2020-10-06,JSWSTEEL,191.85
2020-10-06,KOTAKBANK,267.7
2020-10-06,NIFTY 50,10139.4
2020-10-06,NIFTY BANK,21240.25
2020-10-06,ONGC,79.95
2020-10-06,TATAPOWER,42.85
2020-10-06,TATASTEEL,28.24
2020-10-06,TCS,2719.15
2020-10-06,TITAN,974.45
2020-10-06,WIPRO,103.45
2020-10-07,ADANIGREEN,699.15
2020-10-07,AXISBANK,452.2
2020-10-07,BAJFINANCE,330.5
2020-10-07,JSWSTEEL,193.45
2020-10-07,KOTAKBANK,270.6
2020-10-07,NIFTY 50,10771.2
2020-10-07,NIFTY BANK,22401.7
2020-10-07,ONGC,71.05
2020-10-07,TATAPOWER,50.25
2020-10-07,TATASTEEL,29.56
2020-10-07,TCS,2752.8
2020-10-07,TITAN,965.0
2020-10-07,WIPRO,106.1
2020-10-08,ADANIGREEN,695.8
2020-10-08,AXISBANK,452.5
2020-10-08,BAJFINANCE,343.5
2020-10-08,JSWSTEEL,246.0
2020-10-08,KOTAKBANK,272.2
2020-10-08,NIFTY 50,11274.65
2020-10-08,NIFTY BANK,21927.15
2020-10-08,ONGC,71.5
2020-10-08,TATAPOWER,51.6
2020-10-08,TATASTEEL,36.55
2020-10-08,TCS,2818.1
2020-10-08,TITAN,1103.2
2020-10-08,WIPRO,132.5
2020-10-09,ADANIGREEN,682.35
2020-10-09,AXISBANK,468.95
2020-10-09,BAJFINANCE,349.0
2020-10-09,JSWSTEEL,285.1
2020-10-09,KOTAKBANK,264.1
2020-10-09,NIFTY 50,11454.35
2020-10-09,NIFTY BANK,22490.7
2020-10-09,ONGC,66.75
2020-10-09,TATAPOWER,55.55
2020-10-09,TATASTEEL,36.35
2020-10-09,TCS,2810.0
2020-10-09,TITAN,1156.0
2020-10-09,WIPRO,136.2
2020-10-11,BAJFINANCE,421.0
2020-10-11,JSWSTEEL,335.85
2020-10-11,KOTAKBANK,351.0
2020-10-11,NIFTY 50,12640.25
2020-10-11,NIFTY BANK,28603.5
2020-10-11,ONGC,64.05
2020-10-11,TATAPOWER,56.95
2020-10-11,TATASTEEL,39.67
2020-10-11,TITAN,1305.15
2020-10-11,WIPRO,163.95
2020-10-12,ADANIGREEN,671.0
2020-10-12,AXISBANK,467.0
2020-10-12,BAJFINANCE,480.0
2020-10-12,JSWSTEEL,362.25
2020-10-12,KOTAKBANK,380.6
2020-10-12,NIFTY 50,13481.55
2020-10-12,NIFTY BANK,30514.9
2020-10-12,ONGC,82.75
2020-10-12,TATAPOWER,72.7
2020-10-12,TATASTEEL,56.39
2020-10-12,TCS,2828.0
2020-10-12,TITAN,1423.0
2020-10-12,WIPRO,170.3
2020-10-13,ADANIGREEN,705.1
2020-10-13,AXISBANK,460.05
2020-10-13,TCS,2830.5
2020-10-14,ADANIGREEN,730.1
2020-10-14,AXISBANK,472.0
2020-10-14,TCS,2810.0
2020-10-15,ADANIGREEN,703.7
2020-10-15,AXISBANK,460.2
2020-10-15,TCS,2736.75
2020-10-16,ADANIGREEN,705.0
2020-10-16,AXISBANK,471.15
2020-10-16,TCS,2757.0
2020-10-19,ADANIGREEN,701.5
2020-10-19,AXISBANK,492.25
2020-10-19,TCS,2715.0
2020-10-20,ADANIGREEN,689.9
2020-10-20,AXISBANK,492.75
2020-10-20,TCS,2740.0
2020-10-21,ADANIGREEN,693.0
2020-10-21,AXISBANK,503.15
2020-10-21,TCS,2677.5
2020-10-22,ADANIGREEN,726.95
2020-10-22,AXISBANK,510.05
2020-10-22,TCS,2672.9
2020-10-23,ADANIGREEN,718.0
2020-10-23,AXISBANK,507.15
2020-10-23,TCS,2687.4
2020-10-26,ADANIGREEN,705.5
2020-10-26,AXISBANK,493.0
2020-10-26,TCS,2690.1
2020-10-27,ADANIGREEN,739.9
2020-10-27,AXISBANK,507.2
2020-10-27,TCS,2634.45
2020-10-28,ADANIGREEN,776.85
2020-10-28,AXISBANK,505.9
2020-10-28,TCS,2617.05
2020-10-29,ADANIGREEN,815.65
2020-10-29,AXISBANK,493.25
2020-10-29,TCS,2635.45
2020-10-30,ADANIGREEN,856.4
2020-10-30,AXISBANK,491.0
2020-10-30,TCS,2663.55
2020-11-02,ADANIGREEN,859.0
2020-11-02,AXISBANK,521.9
2020-11-02,BAJFINANCE,475.5
2020-11-02,JSWSTEEL,288.65
2020-11-02,KOTAKBANK,335.9
2020-11-02,NIFTY 50,12110.45
2020-11-02,NIFTY BANK,31299.95
2020-11-02,ONGC,96.25
2020-11-02,TATAPOWER,57.8
2020-11-02,TATASTEEL,39.97
2020-11-02,TCS,2608.0
2020-11-02,TITAN,1269.8
2020-11-02,WIPRO,115.25
2020-11-03,ADANIGREEN,834.4
2020-11-03,AXISBANK,533.0
2020-11-03,BAJFINANCE,404.0
2020-11-03,JSWSTEEL,222.8
2020-11-03,KOTAKBANK,318.0
2020-11-03,NIFTY 50,10454.1
2020-11-03,NIFTY BANK,26458.25
2020-11-03,ONGC,64.65
2020-11-03,TATAPOWER,37.9
2020-11-03,TATASTEEL,25.55
2020-11-03,TCS,2629.0
2020-11-03,TITAN,1185.95
2020-11-03,WIPRO,101.75
2020-11-04,ADANIGREEN,840.25
2020-11-04,AXISBANK,520.35
2020-11-04,TCS,2656.0
2020-11-05,ADANIGREEN,854.0
2020-11-05,AXISBANK,537.75
2020-11-05,BAJFINANCE,202.0
2020-11-05,JSWSTEEL,174.2
2020-11-05,KOTAKBANK,237.3
2020-11-05,NIFTY 50,9247.2
2020-11-05,NIFTY BANK,18974.8
2020-11-05,ONGC,69.6
2020-11-05,TATAPOWER,27.25
2020-11-05,TATASTEEL,23.5
2020-11-05,TCS,2688.0
2020-11-05,TITAN,836.25
2020-11-05,WIPRO,88.4
2020-11-06,ADANIGREEN,859.35
2020-11-06,AXISBANK,540.0
2020-11-06,BAJFINANCE,234.0
2020-11-06,JSWSTEEL,185.75
2020-11-06,KOTAKBANK,259.8
2020-11-06,NIFTY 50,9910.15
2020-11-06,NIFTY BANK,20534.4
2020-11-06,ONGC,78.55
2020-11-06,TATAPOWER,41.4
2020-11-06,TATASTEEL,27.17
2020-11-06,TCS,2711.0
2020-11-06,TITAN,953.8
2020-11-06,WIPRO,101.75
2020-11-08,BAJFINANCE,345.5
2020-11-08,JSWSTEEL,254.85
2020-11-08,KOTAKBANK,272.6
2020-11-08,NIFTY 50,11332.0
2020-11-08,NIFTY BANK,22244.7
2020-11-08,ONGC,70.9
2020-11-08,TATAPOWER,51.95
2020-11-08,TATASTEEL,37.28
2020-11-08,TITAN,1068.0
2020-11-08,WIPRO,133.8
2020-11-09,ADANIGREEN,903.0
2020-11-09,AXISBANK,567.6
2020-11-09,BAJFINANCE,354.0
2020-11-09,JSWSTEEL,285.3
2020-11-09,KOTAKBANK,266.5
2020-11-09,NIFTY 50,11454.85
2020-11-09,NIFTY BANK,22509.35
2020-11-09,ONGC,66.5
2020-11-09,TATAPOWER,56.65
2020-11-09,TATASTEEL,36.16
2020-11-09,TCS,2725.35
2020-11-09,TITAN,1164.45
2020-11-09,WIPRO,139.85
2020-11-10,ADANIGREEN,854.4
2020-11-10,AXISBANK,581.9
2020-11-10,TCS,2654.0
2020-11-11,ADANIGREEN,897.55
2020-11-11,AXISBANK,606.65
2020-11-11,BAJFINANCE,427.5
2020-11-11,JSWSTEEL,343.95
2020-11-11,KOTAKBANK,361.0
2020-11-11,NIFTY 50,12757.2
2020-11-11,NIFTY BANK,28886.8
2020-11-11,ONGC,65.65
2020-11-11,TATAPOWER,57.15
2020-11-11,TATASTEEL,43.0
2020-11-11,TCS,2687.5
2020-11-11,TITAN,1277.6
2020-11-11,WIPRO,165.6
2020-11-12,ADANIGREEN,941.0
2020-11-12,AXISBANK,598.1
2020-11-12,BAJFINANCE,484.0
2020-11-12,JSWSTEEL,359.05
2020-11-12,KOTAKBANK,383.9
2020-11-12,NIFTY 50,13505.55
2020-11-12,NIFTY BANK,30600.8
2020-11-12,ONGC,87.35
2020-11-12,TATAPOWER,72.65
2020-11-12,TATASTEEL,57.26
2020-11-12,TCS,2674.75
2020-11-12,TITAN,1447.6
2020-11-12,WIPRO,168.95
2020-11-13,ADANIGREEN,989.0
2020-11-13,AXISBANK,610.3
2020-11-13,TCS,2661.0
2020-11-14,ADANIGREEN,1006.0
2020-11-14,AXISBANK,607.9
2020-11-14,TCS,2673.25
2020-11-17,ADANIGREEN,1059.0
2020-11-17,AXISBANK,629.0
2020-11-17,TCS,2661.25
2020-11-18,ADANIGREEN,1076.0
2020-11-18,AXISBANK,634.15
2020-11-18,TCS,2626.4
2020-11-19,ADANIGREEN,1083.0
2020-11-19,AXISBANK,610.2
2020-11-19,TCS,2640.25
2020-11-20,ADANIGREEN,1137.5
2020-11-20,AXISBANK,604.45
2020-11-20,TCS,2657.8
2020-11-23,ADANIGREEN,1174.0
2020-11-23,AXISBANK,596.9
2020-11-23,TCS,2727.25
2020-11-24,ADANIGREEN,1200.0
2020-11-24,AXISBANK,619.5
2020-11-24,TCS,2726.0
2020-11-25,ADANIGREEN,1144.9
2020-11-25,AXISBANK,598.35
2020-11-25,TCS,2699.9
2020-11-26,ADANIGREEN,1100.05
2020-11-26,AXISBANK,611.5
2020-11-26,TCS,2727.0
2020-11-27,ADANIGREEN,1078.8
2020-11-27,AXISBANK,605.1
2020-11-27,TCS,2678.0
2020-12-01,ADANIGREEN,1133.0
2020-12-01,AXISBANK,603.9
2020-12-01,TCS,2729.0
2020-12-02,ADANIGREEN,1145.0
2020-12-02,AXISBANK,608.85
2020-12-02,BAJFINANCE,478.0
2020-12-02,JSWSTEEL,293.7
2020-12-02,KOTAKBANK,342.7
2020-12-02,NIFTY 50,12203.9
2020-12-02,NIFTY BANK,31482.65
2020-12-02,ONGC,96.5
2020-12-02,TATAPOWER,55.85
2020-12-02,TATASTEEL,40.31
2020-12-02,TCS,2745.5
2020-12-02,TITAN,1268.1
2020-12-02,WIPRO,116.95
2020-12-03,ADANIGREEN,1145.0
2020-12-03,AXISBANK,602.85
2020-12-03,BAJFINANCE,373.0
2020-12-03,JSWSTEEL,203.0
2020-12-03,KOTAKBANK,293.5
2020-12-03,NIFTY 50,9630.65
2020-12-03,NIFTY BANK,24162.5
2020-12-03,ONGC,57.1
2020-12-03,TATAPOWER,41.15
2020-12-03,TATASTEEL,24.97
2020-12-03,TCS,2711.0
2020-12-03,TITAN,1085.05
2020-12-03,WIPRO,95.6
2020-12-04,ADANIGREEN,1129.9
2020-12-04,AXISBANK,615.8
2020-12-04,TCS,2724.0
2020-12-05,BAJFINANCE,207.5
2020-12-05,JSWSTEEL,178.5
2020-12-05,KOTAKBANK,231.6
2020-12-05,NIFTY 50,9209.65
2020-12-05,NIFTY BANK,18888.85
2020-12-05,ONGC,69.1
2020-12-05,TATAPOWER,28.55
2020-12-05,TATASTEEL,23.4
2020-12-05,TITAN,848.0
2020-12-05,WIPRO,89.15
2020-12-06,BAJFINANCE,245.0
2020-12-06,JSWSTEEL,188.0
2020-12-06,KOTAKBANK,256.0
2020-12-06,NIFTY 50,9958.15
2020-12-06,NIFTY BANK,20600.05
2020-12-06,ONGC,75.85
2020-12-06,TATAPOWER,41.75
2020-12-06,TATASTEEL,27.7
2020-12-06,TITAN,976.4
2020-12-06,WIPRO,99.45
2020-12-07,ADANIGREEN,1101.0
2020-12-07,AXISBANK,614.7
2020-12-07,TCS,2741.0
2020-12-08,ADANIGREEN,1096.0
2020-12-08,AXISBANK,620.05
2020-12-08,BAJFINANCE,342.0
2020-12-08,JSWSTEEL,257.5
2020-12-08,KOTAKBANK,267.3
2020-12-08,NIFTY 50,11310.75
2020-12-08,NIFTY BANK,22244.45
2020-12-08,ONGC,70.8
2020-12-08,TATAPOWER,53.3
2020-12-08,TATASTEEL,37.04
2020-12-08,TCS,2799.8
2020-12-08,TITAN,1058.5
2020-12-08,WIPRO,131.9
2020-12-09,ADANIGREEN,1079.0
2020-12-09,AXISBANK,634.0
2020-12-09,TCS,2812.05
2020-12-10,ADANIGREEN,1034.9
2020-12-10,AXISBANK,625.9
2020-12-10,BAJFINANCE,333.0
2020-12-10,JSWSTEEL,284.0
2020-12-10,KOTAKBANK,262.6
2020-12-10,NIFTY 50,11936.2
2020-12-10,NIFTY BANK,23706.9
2020-12-10,ONGC,62.6
2020-12-10,TATAPOWER,52.8
2020-12-10,TATASTEEL,32.69
2020-12-10,TCS,2781.1
2020-12-10,TITAN,1257.55
2020-12-10,WIPRO,181.1
2020-12-11,ADANIGREEN,1038.15
2020-12-11,AXISBANK,611.95
2020-12-11,BAJFINANCE,430.0
2020-12-11,JSWSTEEL,337.05
2020-12-11,KOTAKBANK,351.5
2020-12-11,NIFTY 50,12693.0
2020-12-11,NIFTY BANK,28285.9
2020-12-11,ONGC,64.8
2020-12-11,TATAPOWER,55.6
2020-12-11,TATASTEEL,42.46
2020-12-11,TCS,2782.0
2020-12-11,TITAN,1277.1
2020-12-11,WIPRO,165.6
2020-12-14,ADANIGREEN,1009.0
2020-12-14,AXISBANK,616.0
2020-12-14,TCS,2796.55
2020-12-15,ADANIGREEN,1013.0
2020-12-15,AXISBANK,607.2
2020-12-15,TCS,2763.95
2020-12-16,ADANIGREEN,1011.5
2020-12-16,AXISBANK,606.0
2020-12-16,TCS,2811.0
2020-12-17,ADANIGREEN,1043.1
2020-12-17,AXISBANK,605.5
2020-12-17,TCS,2848.1
2020-12-18,ADANIGREEN,1005.05
2020-12-18,AXISBANK,608.5
2020-12-18,TCS,2851.95
2020-12-21,ADANIGREEN,1004.2
2020-12-21,AXISBANK,578.55
2020-12-21,TCS,2810.0
2020-12-22,ADANIGREEN,1022.2
2020-12-22,AXISBANK,593.0
2020-12-22,TCS,2870.65
2020-12-23,ADANIGREEN,1047.0
2020-12-23,AXISBANK,594.0
2020-12-23,TCS,2907.15
2020-12-24,ADANIGREEN,1032.0
2020-12-24,AXISBANK,609.25
2020-12-24,TCS,2908.95
2020-12-28,ADANIGREEN,1035.0
2020-12-28,AXISBANK,617.25
2020-12-28,TCS,2932.1
2020-12-29,ADANIGREEN,1041.0
2020-12-29,AXISBANK,630.4
2020-12-29,TCS,2935.0
2020-12-30,ADANIGREEN,1054.0
2020-12-30,AXISBANK,624.0
2020-12-30,TCS,2910.0
2020-12-31,ADANIGREEN,1049.0
2020-12-31,AXISBANK,619.0
2020-12-31,TCS,2864.95
2021-01-01,ADANIGREEN,1064.45
2021-01-01,AXISBANK,623.4
2021-01-01,BAJFINANCE,527.0
2021-01-01,JSWSTEEL,388.5
2021-01-01,KOTAKBANK,398.6
2021-01-01,NIFTY 50,14014.8
2021-01-01,NIFTY BANK,31211.1
2021-01-01,ONGC,84.4
2021-01-01,TATAPOWER,77.45
2021-01-01,TATASTEEL,59.17
2021-01-01,TCS,2930.5
2021-01-01,TITAN,1558.0
2021-01-01,WIPRO,185.2
2021-01-02,BAJFINANCE,507.5
2021-01-02,JSWSTEEL,381.0
2021-01-02,KOTAKBANK,361.6
2021-01-02,NIFTY 50,14335.45
2021-01-02,NIFTY BANK,33269.1
2021-01-02,ONGC,82.2
2021-01-02,TATAPOWER,81.0
2021-01-02,TATASTEEL,58.83
2021-01-02,TITAN,1505.75
2021-01-02,WIPRO,202.2
2021-01-03,BAJFINANCE,527.0
2021-01-03,JSWSTEEL,406.5
2021-01-03,KOTAKBANK,369.3
2021-01-03,NIFTY 50,14784.15
2021-01-03,NIFTY BANK,35339.25
2021-01-03,ONGC,106.2
2021-01-03,TATAPOWER,98.2
2021-01-03,TATASTEEL,67.92
2021-01-03,TITAN,1454.0
2021-01-03,WIPRO,198.8
2021-01-04,ADANIGREEN,1080.1
2021-01-04,AXISBANK,625.75
2021-01-04,BAJFINANCE,525.5
2021-01-04,JSWSTEEL,505.5
2021-01-04,KOTAKBANK,360.8
2021-01-04,NIFTY 50,14865.95
2021-01-04,NIFTY BANK,33905.35
2021-01-04,ONGC,94.2
2021-01-04,TATAPOWER,105.0
2021-01-04,TATASTEEL,80.42
2021-01-04,TCS,3042.7
2021-01-04,TITAN,1553.0
2021-01-04,WIPRO,199.15
2021-01-05,ADANIGREEN,1092.1
2021-01-05,AXISBANK,664.5
2021-01-05,TCS,3092.0
2021-01-06,ADANIGREEN,1107.7
2021-01-06,AXISBANK,651.55
2021-01-06,BAJFINANCE,577.5
2021-01-06,JSWSTEEL,695.0
2021-01-06,KOTAKBANK,359.0
2021-01-06,NIFTY 50,15568.05
2021-01-06,NIFTY BANK,35333.75
2021-01-06,ONGC,106.25
2021-01-06,TATAPOWER,104.9
2021-01-06,TATASTEEL,103.98
2021-01-06,TCS,3053.0
2021-01-06,TITAN,1590.95
2021-01-06,WIPRO,259.75
2021-01-07,ADANIGREEN,1051.9
2021-01-07,AXISBANK,670.1
2021-01-07,BAJFINANCE,597.5
2021-01-07,JSWSTEEL,680.6
2021-01-07,KOTAKBANK,343.6
2021-01-07,NIFTY 50,15693.25
2021-01-07,NIFTY BANK,34726.25
2021-01-07,ONGC,107.45
2021-01-07,TATAPOWER,121.6
2021-01-07,TATASTEEL,110.13
2021-01-07,TCS,3049.5
2021-01-07,TITAN,1742.9
2021-01-07,WIPRO,257.9
2021-01-08,ADANIGREEN,1014.9
2021-01-08,AXISBANK,672.95
2021-01-08,TCS,3122.7
2021-01-09,BAJFINANCE,750.0
2021-01-09,JSWSTEEL,677.3
2021-01-09,KOTAKBANK,349.2
2021-01-09,NIFTY 50,17058.75
2021-01-09,NIFTY BANK,36512.8
2021-01-09,ONGC,108.1
2021-01-09,TATAPOWER,133.3
2021-01-09,TATASTEEL,134.37
2021-01-09,TITAN,1943.95
2021-01-09,WIPRO,306.25
2021-01-10,BAJFINANCE,752.5
2021-01-10,JSWSTEEL,673.95
2021-01-10,KOTAKBANK,398.0
2021-01-10,NIFTY 50,17526.35
2021-01-10,NIFTY BANK,37229.05
2021-01-10,ONGC,132.0
2021-01-10,TATAPOWER,163.45
2021-01-10,TATASTEEL,122.93
2021-01-10,TITAN,2160.0
2021-01-10,WIPRO,303.95
2021-01-11,ADANIGREEN,969.2
2021-01-11,AXISBANK,666.9
2021-01-11,BAJFINANCE,741.5
2021-01-11,JSWSTEEL,687.7
2021-01-11,KOTAKBANK,416.9
2021-01-11,NIFTY 50,17945.25
2021-01-11,NIFTY BANK,39834.75
2021-01-11,ONGC,138.35
2021-01-11,TATAPOWER,224.35
2021-01-11,TATASTEEL,129.58
2021-01-11,TCS,3168.6
2021-01-11,TITAN,2407.8
2021-01-11,WIPRO,312.7
2021-01-12,ADANIGREEN,925.0
2021-01-12,AXISBANK,674.9
2021-01-12,BAJFINANCE,705.0
2021-01-12,JSWSTEEL,638.5
2021-01-12,KOTAKBANK,391.0
2021-01-12,NIFTY 50,17185.95
2021-01-12,NIFTY BANK,36385.9
2021-01-12,ONGC,128.55
2021-01-12,TATAPOWER,227.25
2021-01-12,TATASTEEL,102.22
2021-01-12,TCS,3169.95
2021-01-12,TITAN,2364.0
2021-01-12,WIPRO,303.75
2021-01-13,ADANIGREEN,919.05
2021-01-13,AXISBANK,686.05
2021-01-13,TCS,3158.0
2021-01-14,ADANIGREEN,968.25
2021-01-14,AXISBANK,676.8
2021-01-14,TCS,3244.35
2021-01-15,ADANIGREEN,949.0
2021-01-15,AXISBANK,674.75
2021-01-15,TCS,3225.0
2021-01-18,ADANIGREEN,955.95
2021-01-18,AXISBANK,652.0
2021-01-18,TCS,3215.0
2021-01-19,ADANIGREEN,997.2
2021-01-19,AXISBANK,670.35
2021-01-19,TCS,3269.0
2021-01-20,ADANIGREEN,1016.0
2021-01-20,AXISBANK,673.9
2021-01-20,TCS,3305.0
2021-01-21,ADANIGREEN,1054.0
2021-01-21,AXISBANK,680.0
2021-01-21,TCS,3274.05
2021-01-22,ADANIGREEN,1047.0
2021-01-22,AXISBANK,645.0
2021-01-22,TCS,3292.2
2021-01-25,ADANIGREEN,1030.0
2021-01-25,AXISBANK,658.0
2021-01-25,TCS,3298.0
2021-01-27,ADANIGREEN,1030.3
2021-01-27,AXISBANK,633.55
2021-01-27,TCS,3263.95
2021-01-28,ADANIGREEN,1035.6
2021-01-28,AXISBANK,668.0
2021-01-28,TCS,3202.95
2021-01-29,ADANIGREEN,1028.0
2021-01-29,AXISBANK,666.45
2021-01-29,TCS,3123.9
2021-02-01,ADANIGREEN,1028.0
2021-02-01,AXISBANK,714.0
2021-02-01,TCS,3150.0
2021-02-02,ADANIGREEN,1034.9
2021-02-02,AXISBANK,718.5
2021-02-02,BAJFINANCE,517.5
2021-02-02,JSWSTEEL,389.0
2021-02-02,KOTAKBANK,373.0
2021-02-02,NIFTY 50,14671.2
2021-02-02,NIFTY BANK,34315.3
2021-02-02,ONGC,84.25
2021-02-02,TATAPOWER,83.7
2021-02-02,TATASTEEL,59.27
2021-02-02,TCS,3195.0
2021-02-02,TITAN,1488.0
2021-02-02,WIPRO,204.45
2021-02-03,ADANIGREEN,1025.0
2021-02-03,AXISBANK,731.3
2021-02-03,BAJFINANCE,531.5
2021-02-03,JSWSTEEL,412.25
2021-02-03,KOTAKBANK,370.2
2021-02-03,NIFTY 50,14941.8
2021-02-03,NIFTY BANK,35473.95
2021-02-03,ONGC,103.05
2021-02-03,TATAPOWER,100.75
2021-02-03,TATASTEEL,68.36
2021-02-03,TCS,3200.0
2021-02-03,TITAN,1469.65
2021-02-03,WIPRO,206.95
2021-02-04,ADANIGREEN,1078.0
2021-02-04,AXISBANK,743.0
2021-02-04,TCS,3185.5
2021-02-05,ADANIGREEN,1078.0
2021-02-05,AXISBANK,722.0
2021-02-05,TCS,3161.0
2021-02-06,BAJFINANCE,581.0
2021-02-06,JSWSTEEL,707.0
2021-02-06,KOTAKBANK,357.2
2021-02-06,NIFTY 50,15590.0
2021-02-06,NIFTY BANK,35397.4
2021-02-06,ONGC,106.2
2021-02-06,TATAPOWER,108.0
2021-02-06,TATASTEEL,106.86
2021-02-06,TITAN,1586.0
2021-02-06,WIPRO,259.0
2021-02-07,BAJFINANCE,600.0
2021-02-07,JSWSTEEL,672.1
2021-02-07,KOTAKBANK,343.2
2021-02-07,NIFTY 50,15729.0
2021-02-07,NIFTY BANK,34829.15
2021-02-07,ONGC,107.4
2021-02-07,TATAPOWER,121.2
2021-02-07,TATASTEEL,107.69
2021-02-07,TITAN,1750.0
2021-02-07,WIPRO,257.4
2021-02-08,ADANIGREEN,1059.0
2021-02-08,AXISBANK,736.5
2021-02-08,BAJFINANCE,620.0
2021-02-08,JSWSTEEL,746.6
2021-02-08,KOTAKBANK,333.6
2021-02-08,NIFTY 50,15887.5
2021-02-08,NIFTY BANK,34726.05
2021-02-08,ONGC,106.15
2021-02-08,TATAPOWER,133.4
2021-02-08,TATASTEEL,134.56
2021-02-08,TCS,3219.0
2021-02-08,TITAN,1776.0
2021-02-08,WIPRO,284.35
2021-02-09,ADANIGREEN,1092.05
2021-02-09,AXISBANK,740.0
2021-02-09,BAJFINANCE,750.0
2021-02-09,JSWSTEEL,685.7
2021-02-09,KOTAKBANK,357.4
2021-02-09,NIFTY 50,17233.85
2021-02-09,NIFTY BANK,36875.35
2021-02-09,ONGC,107.2
2021-02-09,TATAPOWER,133.6
2021-02-09,TATASTEEL,135.69
2021-02-09,TCS,3178.4
2021-02-09,TITAN,1964.95
2021-02-09,WIPRO,311.6
2021-02-10,ADANIGREEN,1075.05
2021-02-10,AXISBANK,736.1
2021-02-10,TCS,3215.5
2021-02-11,ADANIGREEN,1059.8
2021-02-11,AXISBANK,740.55
2021-02-11,BAJFINANCE,746.0
2021-02-11,JSWSTEEL,674.0
2021-02-11,KOTAKBANK,414.8
2021-02-11,NIFTY 50,17889.15
2021-02-11,NIFTY BANK,39897.15
2021-02-11,ONGC,137.9
2021-02-11,TATAPOWER,228.7
2021-02-11,TATASTEEL,125.18
2021-02-11,TCS,3203.0
2021-02-11,TITAN,2451.0
2021-02-11,WIPRO,313.45
2021-02-12,ADANIGREEN,1059.0
2021-02-12,AXISBANK,749.9
2021-02-12,BAJFINANCE,719.0
2021-02-12,JSWSTEEL,646.25
2021-02-12,KOTAKBANK,393.3
2021-02-12,NIFTY 50,17401.5
2021-02-12,NIFTY BANK,36535.65
2021-02-12,ONGC,130.15
2021-02-12,TATAPOWER,226.0
2021-02-12,TATASTEEL,105.25
2021-02-12,TCS,3188.25
2021-02-12,TITAN,2388.0
2021-02-12,WIPRO,308.95
2021-02-15,ADANIGREEN,1038.15
2021-02-15,AXISBANK,797.0
2021-02-15,TCS,3148.0
2021-02-16,ADANIGREEN,1069.5
2021-02-16,AXISBANK,776.55
2021-02-16,TCS,3113.0
2021-02-17,ADANIGREEN,1090.0
2021-02-17,AXISBANK,775.5
2021-02-17,TCS,3073.25
2021-02-18,ADANIGREEN,1106.0
2021-02-18,AXISBANK,775.9
2021-02-18,TCS,3055.0
2021-02-19,ADANIGREEN,1116.5
2021-02-19,AXISBANK,750.6
2021-02-19,TCS,3078.0
2021-02-22,ADANIGREEN,1139.6
2021-02-22,AXISBANK,720.5
2021-02-22,TCS,2955.5
2021-02-23,ADANIGREEN,1198.5
2021-02-23,AXISBANK,717.95
2021-02-23,TCS,2985.1
2021-02-24,ADANIGREEN,1161.5
2021-02-24,AXISBANK,754.8
2021-02-24,TCS,2946.85
2021-02-25,ADANIGREEN,1131.0
2021-02-25,AXISBANK,769.0
2021-02-25,TCS,2985.05
2021-02-26,ADANIGREEN,1148.0
2021-02-26,AXISBANK,725.35
2021-02-26,TCS,2905.0
2021-03-01,ADANIGREEN,1144.8
2021-03-01,AXISBANK,730.45
2021-03-01,TCS,2935.0
2021-03-02,ADANIGREEN,1172.0
2021-03-02,AXISBANK,730.6
2021-03-02,BAJFINANCE,525.0
2021-03-02,JSWSTEEL,393.0
2021-03-02,KOTAKBANK,370.8
2021-03-02,NIFTY 50,14783.6
2021-03-02,NIFTY BANK,34696.45
2021-03-02,ONGC,84.6
2021-03-02,TATAPOWER,84.4
2021-03-02,TATASTEEL,60.15
2021-03-02,TCS,3018.0
2021-03-02,TITAN,1520.1
2021-03-02,WIPRO,207.9
2021-03-03,ADANIGREEN,1171.0
2021-03-03,AXISBANK,751.9
2021-03-03,BAJFINANCE,554.5
2021-03-03,JSWSTEEL,426.8
2021-03-03,KOTAKBANK,379.0
2021-03-03,NIFTY 50,15240.5
2021-03-03,NIFTY BANK,36347.1
2021-03-03,ONGC,103.15
2021-03-03,TATAPOWER,105.3
2021-03-03,TATASTEEL,72.22
2021-03-03,TCS,3058.0
2021-03-03,TITAN,1470.0
2021-03-03,WIPRO,207.8
2021-03-04,ADANIGREEN,1182.8
2021-03-04,AXISBANK,736.85
2021-03-04,TCS,3042.9
2021-03-05,ADANIGREEN,1169.7
2021-03-05,AXISBANK,734.35
2021-03-05,BAJFINANCE,554.5
2021-03-05,JSWSTEEL,723.0
2021-03-05,KOTAKBANK,346.1
2021-03-05,NIFTY 50,14644.35
2021-03-05,NIFTY BANK,32535.55
2021-03-05,ONGC,97.2
2021-03-05,TATAPOWER,99.9
